image_path,group,group_source,label,class_id,meaning,advice
dataset_aug/Prohibitory Signs/P.127_5/1_rot20.png,cấm,Prohibitory Signs,P.127_5,,Giới hạn tốc độ tối đa 5 km/h,Không được chạy quá 5 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_5/1_rot30.png,cấm,Prohibitory Signs,P.127_5,,Giới hạn tốc độ tối đa 5 km/h,Không được chạy quá 5 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_5/1_rot45.png,cấm,Prohibitory Signs,P.127_5,,Giới hạn tốc độ tối đa 5 km/h,Không được chạy quá 5 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_5/1_shear_5deg.png,cấm,Prohibitory Signs,P.127_5,,Giới hạn tốc độ tối đa 5 km/h,Không được chạy quá 5 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_5/1_shear_m5deg.png,cấm,Prohibitory Signs,P.127_5,,Giới hạn tốc độ tối đa 5 km/h,Không được chạy quá 5 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_5/1_zoom_in.png,cấm,Prohibitory Signs,P.127_5,,Giới hạn tốc độ tối đa 5 km/h,Không được chạy quá 5 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_5/1_zoom_out.png,cấm,Prohibitory Signs,P.127_5,,Giới hạn tốc độ tối đa 5 km/h,Không được chạy quá 5 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_60/1.png,cấm,Prohibitory Signs,P.127_60,,Giới hạn tốc độ tối đa 60 km/h,Không được chạy quá 60 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_60/1_blur.png,cấm,Prohibitory Signs,P.127_60,,Giới hạn tốc độ tối đa 60 km/h,Không được chạy quá 60 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_60/1_bright.png,cấm,Prohibitory Signs,P.127_60,,Giới hạn tốc độ tối đa 60 km/h,Không được chạy quá 60 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_60/1_dark.png,cấm,Prohibitory Signs,P.127_60,,Giới hạn tốc độ tối đa 60 km/h,Không được chạy quá 60 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_60/1_original.png,cấm,Prohibitory Signs,P.127_60,,Giới hạn tốc độ tối đa 60 km/h,Không được chạy quá 60 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_60/1_persp1.png,cấm,Prohibitory Signs,P.127_60,,Giới hạn tốc độ tối đa 60 km/h,Không được chạy quá 60 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_60/1_persp2.png,cấm,Prohibitory Signs,P.127_60,,Giới hạn tốc độ tối đa 60 km/h,Không được chạy quá 60 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_60/1_rot-10.png,cấm,Prohibitory Signs,P.127_60,,Giới hạn tốc độ tối đa 60 km/h,Không được chạy quá 60 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_60/1_rot-20.png,cấm,Prohibitory Signs,P.127_60,,Giới hạn tốc độ tối đa 60 km/h,Không được chạy quá 60 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_60/1_rot-30.png,cấm,Prohibitory Signs,P.127_60,,Giới hạn tốc độ tối đa 60 km/h,Không được chạy quá 60 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_60/1_rot-45.png,cấm,Prohibitory Signs,P.127_60,,Giới hạn tốc độ tối đa 60 km/h,Không được chạy quá 60 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_60/1_rot10.png,cấm,Prohibitory Signs,P.127_60,,Giới hạn tốc độ tối đa 60 km/h,Không được chạy quá 60 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_60/1_rot20.png,cấm,Prohibitory Signs,P.127_60,,Giới hạn tốc độ tối đa 60 km/h,Không được chạy quá 60 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_60/1_rot30.png,cấm,Prohibitory Signs,P.127_60,,Giới hạn tốc độ tối đa 60 km/h,Không được chạy quá 60 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_60/1_rot45.png,cấm,Prohibitory Signs,P.127_60,,Giới hạn tốc độ tối đa 60 km/h,Không được chạy quá 60 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_60/1_shear_5deg.png,cấm,Prohibitory Signs,P.127_60,,Giới hạn tốc độ tối đa 60 km/h,Không được chạy quá 60 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_60/1_shear_m5deg.png,cấm,Prohibitory Signs,P.127_60,,Giới hạn tốc độ tối đa 60 km/h,Không được chạy quá 60 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_60/1_zoom_in.png,cấm,Prohibitory Signs,P.127_60,,Giới hạn tốc độ tối đa 60 km/h,Không được chạy quá 60 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_60/1_zoom_out.png,cấm,Prohibitory Signs,P.127_60,,Giới hạn tốc độ tối đa 60 km/h,Không được chạy quá 60 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_70/1.png,cấm,Prohibitory Signs,P.127_70,,Giới hạn tốc độ tối đa 70 km/h,Không được chạy quá 70 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_70/1_blur.png,cấm,Prohibitory Signs,P.127_70,,Giới hạn tốc độ tối đa 70 km/h,Không được chạy quá 70 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_70/1_bright.png,cấm,Prohibitory Signs,P.127_70,,Giới hạn tốc độ tối đa 70 km/h,Không được chạy quá 70 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_70/1_dark.png,cấm,Prohibitory Signs,P.127_70,,Giới hạn tốc độ tối đa 70 km/h,Không được chạy quá 70 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_70/1_original.png,cấm,Prohibitory Signs,P.127_70,,Giới hạn tốc độ tối đa 70 km/h,Không được chạy quá 70 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_70/1_persp1.png,cấm,Prohibitory Signs,P.127_70,,Giới hạn tốc độ tối đa 70 km/h,Không được chạy quá 70 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_70/1_persp2.png,cấm,Prohibitory Signs,P.127_70,,Giới hạn tốc độ tối đa 70 km/h,Không được chạy quá 70 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_70/1_rot-10.png,cấm,Prohibitory Signs,P.127_70,,Giới hạn tốc độ tối đa 70 km/h,Không được chạy quá 70 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_70/1_rot-20.png,cấm,Prohibitory Signs,P.127_70,,Giới hạn tốc độ tối đa 70 km/h,Không được chạy quá 70 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_70/1_rot-30.png,cấm,Prohibitory Signs,P.127_70,,Giới hạn tốc độ tối đa 70 km/h,Không được chạy quá 70 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_70/1_rot-45.png,cấm,Prohibitory Signs,P.127_70,,Giới hạn tốc độ tối đa 70 km/h,Không được chạy quá 70 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_70/1_rot10.png,cấm,Prohibitory Signs,P.127_70,,Giới hạn tốc độ tối đa 70 km/h,Không được chạy quá 70 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_70/1_rot20.png,cấm,Prohibitory Signs,P.127_70,,Giới hạn tốc độ tối đa 70 km/h,Không được chạy quá 70 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_70/1_rot30.png,cấm,Prohibitory Signs,P.127_70,,Giới hạn tốc độ tối đa 70 km/h,Không được chạy quá 70 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_70/1_rot45.png,cấm,Prohibitory Signs,P.127_70,,Giới hạn tốc độ tối đa 70 km/h,Không được chạy quá 70 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_70/1_shear_5deg.png,cấm,Prohibitory Signs,P.127_70,,Giới hạn tốc độ tối đa 70 km/h,Không được chạy quá 70 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_70/1_shear_m5deg.png,cấm,Prohibitory Signs,P.127_70,,Giới hạn tốc độ tối đa 70 km/h,Không được chạy quá 70 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_70/1_zoom_in.png,cấm,Prohibitory Signs,P.127_70,,Giới hạn tốc độ tối đa 70 km/h,Không được chạy quá 70 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_70/1_zoom_out.png,cấm,Prohibitory Signs,P.127_70,,Giới hạn tốc độ tối đa 70 km/h,Không được chạy quá 70 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_80/1.png,cấm,Prohibitory Signs,P.127_80,,Giới hạn tốc độ tối đa 80 km/h,Không được chạy quá 80 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_80/1_blur.png,cấm,Prohibitory Signs,P.127_80,,Giới hạn tốc độ tối đa 80 km/h,Không được chạy quá 80 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_80/1_bright.png,cấm,Prohibitory Signs,P.127_80,,Giới hạn tốc độ tối đa 80 km/h,Không được chạy quá 80 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_80/1_dark.png,cấm,Prohibitory Signs,P.127_80,,Giới hạn tốc độ tối đa 80 km/h,Không được chạy quá 80 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_80/1_original.png,cấm,Prohibitory Signs,P.127_80,,Giới hạn tốc độ tối đa 80 km/h,Không được chạy quá 80 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_80/1_persp1.png,cấm,Prohibitory Signs,P.127_80,,Giới hạn tốc độ tối đa 80 km/h,Không được chạy quá 80 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_80/1_persp2.png,cấm,Prohibitory Signs,P.127_80,,Giới hạn tốc độ tối đa 80 km/h,Không được chạy quá 80 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_80/1_rot-10.png,cấm,Prohibitory Signs,P.127_80,,Giới hạn tốc độ tối đa 80 km/h,Không được chạy quá 80 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_80/1_rot-20.png,cấm,Prohibitory Signs,P.127_80,,Giới hạn tốc độ tối đa 80 km/h,Không được chạy quá 80 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_80/1_rot-30.png,cấm,Prohibitory Signs,P.127_80,,Giới hạn tốc độ tối đa 80 km/h,Không được chạy quá 80 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_80/1_rot-45.png,cấm,Prohibitory Signs,P.127_80,,Giới hạn tốc độ tối đa 80 km/h,Không được chạy quá 80 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_80/1_rot10.png,cấm,Prohibitory Signs,P.127_80,,Giới hạn tốc độ tối đa 80 km/h,Không được chạy quá 80 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_80/1_rot20.png,cấm,Prohibitory Signs,P.127_80,,Giới hạn tốc độ tối đa 80 km/h,Không được chạy quá 80 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_80/1_rot30.png,cấm,Prohibitory Signs,P.127_80,,Giới hạn tốc độ tối đa 80 km/h,Không được chạy quá 80 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_80/1_rot45.png,cấm,Prohibitory Signs,P.127_80,,Giới hạn tốc độ tối đa 80 km/h,Không được chạy quá 80 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_80/1_shear_5deg.png,cấm,Prohibitory Signs,P.127_80,,Giới hạn tốc độ tối đa 80 km/h,Không được chạy quá 80 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_80/1_shear_m5deg.png,cấm,Prohibitory Signs,P.127_80,,Giới hạn tốc độ tối đa 80 km/h,Không được chạy quá 80 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_80/1_zoom_in.png,cấm,Prohibitory Signs,P.127_80,,Giới hạn tốc độ tối đa 80 km/h,Không được chạy quá 80 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_80/1_zoom_out.png,cấm,Prohibitory Signs,P.127_80,,Giới hạn tốc độ tối đa 80 km/h,Không được chạy quá 80 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_90/1.png,cấm,Prohibitory Signs,P.127_90,,Giới hạn tốc độ tối đa 90 km/h,Không được chạy quá 90 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_90/1_blur.png,cấm,Prohibitory Signs,P.127_90,,Giới hạn tốc độ tối đa 90 km/h,Không được chạy quá 90 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_90/1_bright.png,cấm,Prohibitory Signs,P.127_90,,Giới hạn tốc độ tối đa 90 km/h,Không được chạy quá 90 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_90/1_dark.png,cấm,Prohibitory Signs,P.127_90,,Giới hạn tốc độ tối đa 90 km/h,Không được chạy quá 90 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_90/1_original.png,cấm,Prohibitory Signs,P.127_90,,Giới hạn tốc độ tối đa 90 km/h,Không được chạy quá 90 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_90/1_persp1.png,cấm,Prohibitory Signs,P.127_90,,Giới hạn tốc độ tối đa 90 km/h,Không được chạy quá 90 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_90/1_persp2.png,cấm,Prohibitory Signs,P.127_90,,Giới hạn tốc độ tối đa 90 km/h,Không được chạy quá 90 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_90/1_rot-10.png,cấm,Prohibitory Signs,P.127_90,,Giới hạn tốc độ tối đa 90 km/h,Không được chạy quá 90 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_90/1_rot-20.png,cấm,Prohibitory Signs,P.127_90,,Giới hạn tốc độ tối đa 90 km/h,Không được chạy quá 90 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_90/1_rot-30.png,cấm,Prohibitory Signs,P.127_90,,Giới hạn tốc độ tối đa 90 km/h,Không được chạy quá 90 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_90/1_rot-45.png,cấm,Prohibitory Signs,P.127_90,,Giới hạn tốc độ tối đa 90 km/h,Không được chạy quá 90 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_90/1_rot10.png,cấm,Prohibitory Signs,P.127_90,,Giới hạn tốc độ tối đa 90 km/h,Không được chạy quá 90 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_90/1_rot20.png,cấm,Prohibitory Signs,P.127_90,,Giới hạn tốc độ tối đa 90 km/h,Không được chạy quá 90 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_90/1_rot30.png,cấm,Prohibitory Signs,P.127_90,,Giới hạn tốc độ tối đa 90 km/h,Không được chạy quá 90 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_90/1_rot45.png,cấm,Prohibitory Signs,P.127_90,,Giới hạn tốc độ tối đa 90 km/h,Không được chạy quá 90 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_90/1_shear_5deg.png,cấm,Prohibitory Signs,P.127_90,,Giới hạn tốc độ tối đa 90 km/h,Không được chạy quá 90 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_90/1_shear_m5deg.png,cấm,Prohibitory Signs,P.127_90,,Giới hạn tốc độ tối đa 90 km/h,Không được chạy quá 90 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_90/1_zoom_in.png,cấm,Prohibitory Signs,P.127_90,,Giới hạn tốc độ tối đa 90 km/h,Không được chạy quá 90 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127_90/1_zoom_out.png,cấm,Prohibitory Signs,P.127_90,,Giới hạn tốc độ tối đa 90 km/h,Không được chạy quá 90 km/h. Vi phạm sẽ bị xử phạt theo Nghị định 100.
dataset_aug/Prohibitory Signs/P.127a/1.png,cấm,Prohibitory Signs,P.127a,,Tốc độ tối đa cho xe tải và xe khách,"Xe tải, xe khách không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127a/1_blur.png,cấm,Prohibitory Signs,P.127a,,Tốc độ tối đa cho xe tải và xe khách,"Xe tải, xe khách không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127a/1_bright.png,cấm,Prohibitory Signs,P.127a,,Tốc độ tối đa cho xe tải và xe khách,"Xe tải, xe khách không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127a/1_dark.png,cấm,Prohibitory Signs,P.127a,,Tốc độ tối đa cho xe tải và xe khách,"Xe tải, xe khách không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127a/1_original.png,cấm,Prohibitory Signs,P.127a,,Tốc độ tối đa cho xe tải và xe khách,"Xe tải, xe khách không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127a/1_persp1.png,cấm,Prohibitory Signs,P.127a,,Tốc độ tối đa cho xe tải và xe khách,"Xe tải, xe khách không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127a/1_persp2.png,cấm,Prohibitory Signs,P.127a,,Tốc độ tối đa cho xe tải và xe khách,"Xe tải, xe khách không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127a/1_rot-10.png,cấm,Prohibitory Signs,P.127a,,Tốc độ tối đa cho xe tải và xe khách,"Xe tải, xe khách không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127a/1_rot-20.png,cấm,Prohibitory Signs,P.127a,,Tốc độ tối đa cho xe tải và xe khách,"Xe tải, xe khách không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127a/1_rot-30.png,cấm,Prohibitory Signs,P.127a,,Tốc độ tối đa cho xe tải và xe khách,"Xe tải, xe khách không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127a/1_rot-45.png,cấm,Prohibitory Signs,P.127a,,Tốc độ tối đa cho xe tải và xe khách,"Xe tải, xe khách không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127a/1_rot10.png,cấm,Prohibitory Signs,P.127a,,Tốc độ tối đa cho xe tải và xe khách,"Xe tải, xe khách không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127a/1_rot20.png,cấm,Prohibitory Signs,P.127a,,Tốc độ tối đa cho xe tải và xe khách,"Xe tải, xe khách không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127a/1_rot30.png,cấm,Prohibitory Signs,P.127a,,Tốc độ tối đa cho xe tải và xe khách,"Xe tải, xe khách không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127a/1_rot45.png,cấm,Prohibitory Signs,P.127a,,Tốc độ tối đa cho xe tải và xe khách,"Xe tải, xe khách không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127a/1_shear_m5deg.png,cấm,Prohibitory Signs,P.127a,,Tốc độ tối đa cho xe tải và xe khách,"Xe tải, xe khách không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127a/1_zoom_in.png,cấm,Prohibitory Signs,P.127a,,Tốc độ tối đa cho xe tải và xe khách,"Xe tải, xe khách không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127a/1_zoom_out.png,cấm,Prohibitory Signs,P.127a,,Tốc độ tối đa cho xe tải và xe khách,"Xe tải, xe khách không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127b/1.png,cấm,Prohibitory Signs,P.127b,,Tốc độ tối đa khi trời mưa,"Khi trời mưa, không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127b/1_blur.png,cấm,Prohibitory Signs,P.127b,,Tốc độ tối đa khi trời mưa,"Khi trời mưa, không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127b/1_bright.png,cấm,Prohibitory Signs,P.127b,,Tốc độ tối đa khi trời mưa,"Khi trời mưa, không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127b/1_dark.png,cấm,Prohibitory Signs,P.127b,,Tốc độ tối đa khi trời mưa,"Khi trời mưa, không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127b/1_original.png,cấm,Prohibitory Signs,P.127b,,Tốc độ tối đa khi trời mưa,"Khi trời mưa, không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127b/1_persp1.png,cấm,Prohibitory Signs,P.127b,,Tốc độ tối đa khi trời mưa,"Khi trời mưa, không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127b/1_persp2.png,cấm,Prohibitory Signs,P.127b,,Tốc độ tối đa khi trời mưa,"Khi trời mưa, không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127b/1_rot-10.png,cấm,Prohibitory Signs,P.127b,,Tốc độ tối đa khi trời mưa,"Khi trời mưa, không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127b/1_rot-20.png,cấm,Prohibitory Signs,P.127b,,Tốc độ tối đa khi trời mưa,"Khi trời mưa, không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127b/1_rot-30.png,cấm,Prohibitory Signs,P.127b,,Tốc độ tối đa khi trời mưa,"Khi trời mưa, không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127b/1_rot-45.png,cấm,Prohibitory Signs,P.127b,,Tốc độ tối đa khi trời mưa,"Khi trời mưa, không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127b/1_rot10.png,cấm,Prohibitory Signs,P.127b,,Tốc độ tối đa khi trời mưa,"Khi trời mưa, không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127b/1_rot20.png,cấm,Prohibitory Signs,P.127b,,Tốc độ tối đa khi trời mưa,"Khi trời mưa, không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127b/1_rot30.png,cấm,Prohibitory Signs,P.127b,,Tốc độ tối đa khi trời mưa,"Khi trời mưa, không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127b/1_rot45.png,cấm,Prohibitory Signs,P.127b,,Tốc độ tối đa khi trời mưa,"Khi trời mưa, không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127b/1_shear_m5deg.png,cấm,Prohibitory Signs,P.127b,,Tốc độ tối đa khi trời mưa,"Khi trời mưa, không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127b/1_zoom_in.png,cấm,Prohibitory Signs,P.127b,,Tốc độ tối đa khi trời mưa,"Khi trời mưa, không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127b/1_zoom_out.png,cấm,Prohibitory Signs,P.127b,,Tốc độ tối đa khi trời mưa,"Khi trời mưa, không vượt quá tốc độ trên biển."
dataset_aug/Prohibitory Signs/P.127c/1.png,cấm,Prohibitory Signs,P.127c,,Tốc độ tối đa cho riêng từng loại xe,Mỗi loại xe có giới hạn tốc độ riêng trên biển.
dataset_aug/Prohibitory Signs/P.127c/1_blur.png,cấm,Prohibitory Signs,P.127c,,Tốc độ tối đa cho riêng từng loại xe,Mỗi loại xe có giới hạn tốc độ riêng trên biển.
dataset_aug/Prohibitory Signs/P.127c/1_bright.png,cấm,Prohibitory Signs,P.127c,,Tốc độ tối đa cho riêng từng loại xe,Mỗi loại xe có giới hạn tốc độ riêng trên biển.
dataset_aug/Prohibitory Signs/P.127c/1_dark.png,cấm,Prohibitory Signs,P.127c,,Tốc độ tối đa cho riêng từng loại xe,Mỗi loại xe có giới hạn tốc độ riêng trên biển.
dataset_aug/Prohibitory Signs/P.127c/1_original.png,cấm,Prohibitory Signs,P.127c,,Tốc độ tối đa cho riêng từng loại xe,Mỗi loại xe có giới hạn tốc độ riêng trên biển.
dataset_aug/Prohibitory Signs/P.127c/1_persp1.png,cấm,Prohibitory Signs,P.127c,,Tốc độ tối đa cho riêng từng loại xe,Mỗi loại xe có giới hạn tốc độ riêng trên biển.
dataset_aug/Prohibitory Signs/P.127c/1_persp2.png,cấm,Prohibitory Signs,P.127c,,Tốc độ tối đa cho riêng từng loại xe,Mỗi loại xe có giới hạn tốc độ riêng trên biển.
